mp_id	fullname	year	guid	format	decl_url
18089	Євлахов Анатолій Сергійович	2013	606d81c0-ab1b-491e-8f3e-d2b22e9d867e	json	http://itd.rada.gov.ua/declview/Home/Main/18089/2013
18089	Євлахов Анатолій Сергійович	2014	0fa886d9-28fa-4a94-8e07-553073421c65	json	http://itd.rada.gov.ua/declview/Home/Main/18089/2014
18089	Євлахов Анатолій Сергійович	2015	ad8cbd34-af45-4193-8e2c-79618f5aa242	json	http://itd.rada.gov.ua/declview/Home/Main/18089/2015
11728	Євтушок Сергій Миколайович	2013	7cfe7dde-2e9e-40a5-80c9-d84759c9ef7c	json	http://itd.rada.gov.ua/declview/Home/Main/11728/2013
11728	Євтушок Сергій Миколайович	2014	f911c3e1-686f-4b3e-822c-e0a26ac6a840	json	http://itd.rada.gov.ua/declview/Home/Main/11728/2014
11728	Євтушок Сергій Миколайович	2015	4d76477b-0f31-4a2c-8349-167a0540b6be	json	http://itd.rada.gov.ua/declview/Home/Main/11728/2015
19859	Єдаков Ярослав Юрійович	2015	3080bd88-5715-46bc-8f41-bdf4e4339bb9	json	http://itd.rada.gov.ua/declview/Home/Main/19859/2015
18016	Єднак Остап Володимирович	2013	b2c01f28-af9c-4736-8c65-18108555b185	json	http://itd.rada.gov.ua/declview/Home/Main/18016/2013
18016	Єднак Остап Володимирович	2014	d879b4bb-1b61-44da-83eb-41a8c3f32c4f	json	http://itd.rada.gov.ua/declview/Home/Main/18016/2014
18016	Єднак Остап Володимирович	2015	b65dbc7f-5974-41a8-85d8-42d7f795ffaa	json	http://itd.rada.gov.ua/declview/Home/Main/18016/2015
17959	Єленський Віктор Євгенович	2013	0a8d1943-0dee-4eb5-84c6-c91e11c18a50	json	http://itd.rada.gov.ua/declview/Home/Main/17959/2013
17959	Єленський Віктор Євгенович	2014	6f2feb43-f686-4aed-8b87-3d5b4eac2c6e	json	http://itd.rada.gov.ua/declview/Home/Main/17959/2014
17959	Єленський Віктор Євгенович	2015	f314474b-2d09-48e8-8f48-169ef9a4938a	json	http://itd.rada.gov.ua/declview/Home/Main/17959/2015
4761	Ємець Леонід Олександрович	2013	1ff0fa5c-5f3a-45f0-8872-df09c55f41dd	json	http://itd.rada.gov.ua/declview/Home/Main/4761/2013
4761	Ємець Леонід Олександрович	2014	05dce43e-3561-494a-8e8f-26cabf577f9e	json	http://itd.rada.gov.ua/declview/Home/Main/4761/2014
4761	Ємець Леонід Олександрович	2015	32eebd67-c051-43e4-8840-d7ceb3956e75	json	http://itd.rada.gov.ua/declview/Home/Main/4761/2015
5509	Єремеєв Ігор Миронович	2013	30b155d7-5281-475a-88d0-bb4df0a94f86	json	http://itd.rada.gov.ua/declview/Home/Main/5509/2013
5509	Єремеєв Ігор Миронович	2014	228fe431-8ca1-415e-84d9-4dd77633504b	json	http://itd.rada.gov.ua/declview/Home/Main/5509/2014
18090	Єфімов Максим Вікторович	2013	a2bf88a4-7814-403b-8ffb-373e409a5116	json	http://itd.rada.gov.ua/declview/Home/Main/18090/2013
18090	Єфімов Максим Вікторович	2014	5d91ea3a-91d1-4a48-8b99-2d4698bed481	json	http://itd.rada.gov.ua/declview/Home/Main/18090/2014
18090	Єфімов Максим Вікторович	2015	d35327d1-1c18-47a2-80b1-36739871ffcc	json	http://itd.rada.gov.ua/declview/Home/Main/18090/2015
16716	Єфремова Ірина Олексіївна	2013	8ccb7977-ea1e-4a48-83b5-0d4fcf685d89	json	http://itd.rada.gov.ua/declview/Home/Main/16716/2013
16716	Єфремова Ірина Олексіївна	2014	a324d5f9-c58f-4ca3-8308-fdb20f6539de	json	http://itd.rada.gov.ua/declview/Home/Main/16716/2014
16716	Єфремова Ірина Олексіївна	2015	8dd88d7f-8d63-44b0-830f-9aa32b04c274	json	http://itd.rada.gov.ua/declview/Home/Main/16716/2015
15654	Іванчук Андрій Володимирович	2013	13b5f7f2-5ca3-47b0-8cc9-bb5a4f7b2773	json	http://itd.rada.gov.ua/declview/Home/Main/15654/2013
15654	Іванчук Андрій Володимирович	2014	b1bf85e0-e099-4e3d-8c8b-39fd2713bebf	json	http://itd.rada.gov.ua/declview/Home/Main/15654/2014
15654	Іванчук Андрій Володимирович	2015	d1243194-d125-4f60-8f71-a56ff4b02b35	json	http://itd.rada.gov.ua/declview/Home/Main/15654/2015
15733	Івахів Степан Петрович	2013	056c80f5-2a37-4f7e-8c58-8f929e369324	json	http://itd.rada.gov.ua/declview/Home/Main/15733/2013
15733	Івахів Степан Петрович	2014	17a11829-3427-4eae-8f9e-c64c865064cf	json	http://itd.rada.gov.ua/declview/Home/Main/15733/2014
15733	Івахів Степан Петрович	2015	fffc22a5-afee-4809-8e6c-e44d2f20d5ce	json	http://itd.rada.gov.ua/declview/Home/Main/15733/2015
18055	Івченко Вадим Євгенович	2013	6752126a-5a65-4c9a-8e07-2f11f5178b0e	json	http://itd.rada.gov.ua/declview/Home/Main/18055/2013
18055	Івченко Вадим Євгенович	2014	39b505c9-65f8-4d0d-8abb-07b93724f6ca	json	http://itd.rada.gov.ua/declview/Home/Main/18055/2014
18055	Івченко Вадим Євгенович	2015	3c99c420-828a-445b-8f7a-3ceae79faf7a	json	http://itd.rada.gov.ua/declview/Home/Main/18055/2015
15837	Іллєнко Андрій Юрійович	2013	1f87f0c1-1083-4d8d-8f6a-48c515d6e158	json	http://itd.rada.gov.ua/declview/Home/Main/15837/2013
15837	Іллєнко Андрій Юрійович	2014	63f850c3-6c3f-4a1f-8d01-05b490a00c1d	json	http://itd.rada.gov.ua/declview/Home/Main/15837/2014
15837	Іллєнко Андрій Юрійович	2015	9520cf11-2486-4373-8d00-7ffc3a471ee3	json	http://itd.rada.gov.ua/declview/Home/Main/15837/2015
15794	Ільюк Артем Олександрович	2013	22d2fc36-4056-45d1-8a8f-55abf155ceb5	json	http://itd.rada.gov.ua/declview/Home/Main/15794/2013
15794	Ільюк Артем Олександрович	2014	6a718acd-6fb6-4051-873f-8ca5daf1f0a3	json	http://itd.rada.gov.ua/declview/Home/Main/15794/2014
15794	Ільюк Артем Олександрович	2015	ad95bf4b-b7fb-4217-8459-a3913a417f51	json	http://itd.rada.gov.ua/declview/Home/Main/15794/2015
15672	Іонова Марія Миколаївна	2013	9091a71e-ef13-4923-8b92-f1855726480a	json	http://itd.rada.gov.ua/declview/Home/Main/15672/2013
15672	Іонова Марія Миколаївна	2012	0c32bae7-ca98-4b2d-810a-6867b6f364bb	json	http://itd.rada.gov.ua/declview/Home/Main/15672/2012
15672	Іонова Марія Миколаївна	2014	0dfb9e15-096d-4d66-89a1-29e97247e2b7	json	http://itd.rada.gov.ua/declview/Home/Main/15672/2014
15672	Іонова Марія Миколаївна	2015	e1863740-9221-44fd-8228-0445ed720293	json	http://itd.rada.gov.ua/declview/Home/Main/15672/2015
793	Іоффе Юлій Якович	2013	1bc071e8-036c-4200-8651-25e8655a23b3	json	http://itd.rada.gov.ua/declview/Home/Main/793/2013
793	Іоффе Юлій Якович	2014	13fc77a2-32cc-4a6f-8fbb-dc94e056f835	json	http://itd.rada.gov.ua/declview/Home/Main/793/2014
793	Іоффе Юлій Якович	2015	507d5ba5-8195-44da-8ced-8db61d82dbff	json	http://itd.rada.gov.ua/declview/Home/Main/793/2015
18092	Іщейкін Костянтин Євгенович	2013	dd8ded29-079d-4f43-882c-a8c0932adbb9	json	http://itd.rada.gov.ua/declview/Home/Main/18092/2013
18092	Іщейкін Костянтин Євгенович	2014	99f26dc6-7b6e-495d-8030-738c6916b041	json	http://itd.rada.gov.ua/declview/Home/Main/18092/2014
18092	Іщейкін Костянтин Євгенович	2015	e98a4ba1-2329-4c10-84b0-6d36e71551ac	json	http://itd.rada.gov.ua/declview/Home/Main/18092/2015
15685	Іщенко Валерій Олександрович	2013	b765678c-98c9-45cc-8050-628a952a796e	json	http://itd.rada.gov.ua/declview/Home/Main/15685/2013
15685	Іщенко Валерій Олександрович	2014	42142fda-31cb-4ef5-8b92-72deceffe3da	json	http://itd.rada.gov.ua/declview/Home/Main/15685/2014
15685	Іщенко Валерій Олександрович	2015	3afba341-5d19-466c-8d8a-98eb308b6664	json	http://itd.rada.gov.ua/declview/Home/Main/15685/2015
2524	Абдуллін Олександр Рафкатович	2013	5ef90ca7-5027-4494-8a84-a946e628ca37	json	http://itd.rada.gov.ua/declview/Home/Main/2524/2013
2524	Абдуллін Олександр Рафкатович	2014	1785845d-4eb6-4d74-8d74-445355fa2a46	json	http://itd.rada.gov.ua/declview/Home/Main/2524/2014
2524	Абдуллін Олександр Рафкатович	2015	7a34c720-836d-452b-86f1-b9f6a62c000d	json	http://itd.rada.gov.ua/declview/Home/Main/2524/2015
17993	Алєксєєв Сергій Олегович	2013	3b898403-6f10-4381-8d6f-82a338546762	json	http://itd.rada.gov.ua/declview/Home/Main/17993/2013
17993	Алєксєєв Сергій Олегович	2014	428385e0-c30a-4a23-8ef4-2bf09f75331d	json	http://itd.rada.gov.ua/declview/Home/Main/17993/2014
17993	Алєксєєв Сергій Олегович	2015	24547876-eb27-4de2-8aa2-f62741e5f09c	json	http://itd.rada.gov.ua/declview/Home/Main/17993/2015
16067	Алексєєв Ігор Сергійович	2013	bfaddaeb-53bd-4695-8b92-8bc09590fd75	json	http://itd.rada.gov.ua/declview/Home/Main/16067/2013
16067	Алексєєв Ігор Сергійович	2014	6ceec7ab-a5c5-4389-84c2-d7e4491ebd11	json	http://itd.rada.gov.ua/declview/Home/Main/16067/2014
16067	Алексєєв Ігор Сергійович	2015	1fb41c6f-36a4-4613-85cd-e30f2b21f2a0	json	http://itd.rada.gov.ua/declview/Home/Main/16067/2015
12290	Амельченко Василь Васильович	2013	c2aef72d-f73f-4631-812f-e19b6509276d	json	http://itd.rada.gov.ua/declview/Home/Main/12290/2013
12290	Амельченко Василь Васильович	2014	61d0183b-9a7b-473f-8f75-940588735a6c	json	http://itd.rada.gov.ua/declview/Home/Main/12290/2014
12290	Амельченко Василь Васильович	2015	000c846c-b631-4cb5-8122-351edd86785c	json	http://itd.rada.gov.ua/declview/Home/Main/12290/2015
15839	Андрієвський Дмитро Йосипович	2013	fec10397-b410-4495-8d9f-09855be9f032	json	http://itd.rada.gov.ua/declview/Home/Main/15839/2013
15839	Андрієвський Дмитро Йосипович	2014	fa6b91e6-3e2e-4661-8ac8-4245ff483158	json	http://itd.rada.gov.ua/declview/Home/Main/15839/2014
15839	Андрієвський Дмитро Йосипович	2015	ce379802-e29d-4214-8e53-38e77424ef4b	json	http://itd.rada.gov.ua/declview/Home/Main/15839/2015
17983	Антонищак Андрій Федорович	2013	c32e2927-bf1d-43b2-8019-4e56ffbce895	json	http://itd.rada.gov.ua/declview/Home/Main/17983/2013
17983	Антонищак Андрій Федорович	2014	7044c30d-b8f1-4411-8ca4-abe602249eef	json	http://itd.rada.gov.ua/declview/Home/Main/17983/2014
17983	Антонищак Андрій Федорович	2015	70098f00-1031-45cd-8f4e-575259f4f007	json	http://itd.rada.gov.ua/declview/Home/Main/17983/2015
11118	Ар'єв Володимир Ігорович	2013	18a181f2-6cc2-4df5-84b2-f41bd4f44163	json	http://itd.rada.gov.ua/declview/Home/Main/11118/2013
11118	Ар'єв Володимир Ігорович	2014	c04043d1-f942-442e-8203-4d3f74374a00	json	http://itd.rada.gov.ua/declview/Home/Main/11118/2014
11118	Ар'єв Володимир Ігорович	2015	6f3cb9e6-3a03-4c9e-8b10-40d586762e00	json	http://itd.rada.gov.ua/declview/Home/Main/11118/2015
18058	Арешонков Володимир Юрійович	2013	c76f82ed-391f-4c38-8a94-cdbd43e55d1d	json	http://itd.rada.gov.ua/declview/Home/Main/18058/2013
18058	Арешонков Володимир Юрійович	2014	4570af08-9dfa-4f96-868c-7d44883441f5	json	http://itd.rada.gov.ua/declview/Home/Main/18058/2014
18058	Арешонков Володимир Юрійович	2015	418bf310-70e6-49c3-8916-9da04d44040e	json	http://itd.rada.gov.ua/declview/Home/Main/18058/2015
18049	Артеменко Андрій Вікторович	2013	d5732408-593c-4fd0-8244-cd23da7f44fc	json	http://itd.rada.gov.ua/declview/Home/Main/18049/2013
18049	Артеменко Андрій Вікторович	2014	9a30301c-0ab7-4cd4-8e4a-2b5aeb8d1ae8	json	http://itd.rada.gov.ua/declview/Home/Main/18049/2014
18049	Артеменко Андрій Вікторович	2015	3e7ef78b-8f15-4811-88e9-47022cf01533	json	http://itd.rada.gov.ua/declview/Home/Main/18049/2015
18059	Артюшенко Ігор Андрійович	2013	55dbb06f-8d8f-482d-826c-c31b10d9f04b	json	http://itd.rada.gov.ua/declview/Home/Main/18059/2013
18059	Артюшенко Ігор Андрійович	2014	7dd4ea1a-edc6-46f6-8c22-8ff76891ef26	json	http://itd.rada.gov.ua/declview/Home/Main/18059/2014
18059	Артюшенко Ігор Андрійович	2015	2a06d1bf-4b00-491a-82e5-97033b8c2fea	json	http://itd.rada.gov.ua/declview/Home/Main/18059/2015
5584	Атрошенко Владислав Анатолійович	2013	ea1e5363-8843-4531-881c-819597ce4cc7	json	http://itd.rada.gov.ua/declview/Home/Main/5584/2013
5584	Атрошенко Владислав Анатолійович	2014	27edfab8-52f2-497a-8e39-aea5ee0af8df	json	http://itd.rada.gov.ua/declview/Home/Main/5584/2014
18065	Білецький Андрій Євгенійович	2013	22c8c84e-4a8c-4541-8809-aa18a3efeb63	json	http://itd.rada.gov.ua/declview/Home/Main/18065/2013
18065	Білецький Андрій Євгенійович	2014	eb1bfb76-3953-4d65-8b4b-b45d2cdb5422	json	http://itd.rada.gov.ua/declview/Home/Main/18065/2014
18065	Білецький Андрій Євгенійович	2015	51c66aed-7ef6-4e13-8897-e5945deaef91	json	http://itd.rada.gov.ua/declview/Home/Main/18065/2015
8723	Білий Олексій Петрович	2013	8f93a8a5-bfa9-48a3-8449-55406cd75175	json	http://itd.rada.gov.ua/declview/Home/Main/8723/2013
8723	Білий Олексій Петрович	2014	37523ebf-d19f-476b-81ed-e44cf036047f	json	http://itd.rada.gov.ua/declview/Home/Main/8723/2014
8723	Білий Олексій Петрович	2015	5f352110-ba31-48a7-8a04-20912c7daad0	json	http://itd.rada.gov.ua/declview/Home/Main/8723/2015
3471	Біловол Олександр Миколайович	2013	f4068b9c-5120-4108-80e3-419c79f0b946	json	http://itd.rada.gov.ua/declview/Home/Main/3471/2013
3471	Біловол Олександр Миколайович	2014	ed4171ad-66a9-41e2-8bfb-032c498103dd	json	http://itd.rada.gov.ua/declview/Home/Main/3471/2014
3471	Біловол Олександр Миколайович	2015	17297ec7-b959-422b-8585-ac19dfd4da26	json	http://itd.rada.gov.ua/declview/Home/Main/3471/2015
5503	Білозір Оксана Володимирівна	2015	5e13a656-363e-453e-8cc2-13df3433daf3	json	http://itd.rada.gov.ua/declview/Home/Main/5503/2015
16340	Білоцерковець Дмитро Олександрович	2015	72b5e635-077d-4d8d-8cc8-23fabd3fcc0d	json	http://itd.rada.gov.ua/declview/Home/Main/16340/2015
15684	Бєлькова Ольга Валентинівна	2013	4d5af53b-7369-4c0a-832c-e2077fbe7605	json	http://itd.rada.gov.ua/declview/Home/Main/15684/2013
15684	Бєлькова Ольга Валентинівна	2014	b45b9916-3ae5-4348-89e0-91db94784f30	json	http://itd.rada.gov.ua/declview/Home/Main/15684/2014
15684	Бєлькова Ольга Валентинівна	2015	97425f2c-623d-44b7-80f1-bbf0a54f29cf	json	http://itd.rada.gov.ua/declview/Home/Main/15684/2015
18604	Бабій Юрій Юрійович	2014	484ff544-f2ee-4feb-8132-c16226b9bca7	json	http://itd.rada.gov.ua/declview/Home/Main/18604/2014
18604	Бабій Юрій Юрійович	2015	3f107d4a-2e17-4dc3-8d8a-00af0c78505c	json	http://itd.rada.gov.ua/declview/Home/Main/18604/2015
18007	Бабак Альона Валеріївна	2013	a26f3f01-17f3-4c29-8936-2a98eb396593	json	http://itd.rada.gov.ua/declview/Home/Main/18007/2013
18007	Бабак Альона Валеріївна	2014	5b335e1b-d59b-4e51-89c9-d0ff6e0f6d5d	json	http://itd.rada.gov.ua/declview/Home/Main/18007/2014
18007	Бабак Альона Валеріївна	2015	499ad934-ebb9-453d-8239-d65d11486d60	json	http://itd.rada.gov.ua/declview/Home/Main/18007/2015
4427	Бабенко Валерій Борисович	2013	2d556ad1-296a-45dd-83b3-90b765beb69b	json	http://itd.rada.gov.ua/declview/Home/Main/4427/2013
4427	Бабенко Валерій Борисович	2014	784e9e78-b71e-4c31-8743-d7fbda4045d9	json	http://itd.rada.gov.ua/declview/Home/Main/4427/2014
4427	Бабенко Валерій Борисович	2015	5a95a6a0-dbba-4d0f-89d4-e529b6019f28	json	http://itd.rada.gov.ua/declview/Home/Main/4427/2015
18060	Бакулін Євген Миколайович	2013	1157f467-7876-4174-860f-969032f77615	json	http://itd.rada.gov.ua/declview/Home/Main/18060/2013
18060	Бакулін Євген Миколайович	2014	7c1c5386-4f71-44d0-8713-5227b77366ee	json	http://itd.rada.gov.ua/declview/Home/Main/18060/2014
18060	Бакулін Євген Миколайович	2015	601405b0-464f-49d5-8beb-1c4bdb9de88e	json	http://itd.rada.gov.ua/declview/Home/Main/18060/2015
17994	Бакуменко Олександр Борисович	2013	fdfbd93a-13e0-425d-89a0-285d85404211	json	http://itd.rada.gov.ua/declview/Home/Main/17994/2013
17994	Бакуменко Олександр Борисович	2014	694a6975-9be6-436b-8977-40f2b547e4b1	json	http://itd.rada.gov.ua/declview/Home/Main/17994/2014
17994	Бакуменко Олександр Борисович	2015	14ced83b-5a8b-411c-8b1f-217fde231988	json	http://itd.rada.gov.ua/declview/Home/Main/17994/2015
15762	Балицький Євген Віталійович	2013	be8aa57a-fee4-475e-8bc2-5eab64c891b2	json	http://itd.rada.gov.ua/declview/Home/Main/15762/2013
15762	Балицький Євген Віталійович	2014	ed1027a7-4653-479c-8d2d-54941e82a8b8	json	http://itd.rada.gov.ua/declview/Home/Main/15762/2014
15762	Балицький Євген Віталійович	2015	c7ca758a-fc5a-421c-8c5a-4d3ec18d6cc5	json	http://itd.rada.gov.ua/declview/Home/Main/15762/2015
18061	Балога Іван Іванович	2013	c2660c74-8bce-47cf-882b-61aac31b928f	json	http://itd.rada.gov.ua/declview/Home/Main/18061/2013
18061	Балога Іван Іванович	2014	d55289e8-6a14-4eae-8141-e643b364283a	json	http://itd.rada.gov.ua/declview/Home/Main/18061/2014
18061	Балога Іван Іванович	2015	ae8409de-ff6e-41bd-8ce2-69d0f444bd8f	json	http://itd.rada.gov.ua/declview/Home/Main/18061/2015
5566	Балога Віктор Іванович	2013	349f4f26-8fbb-49dd-80a7-f907c4d75a22	json	http://itd.rada.gov.ua/declview/Home/Main/5566/2013
5566	Балога Віктор Іванович	2014	9f31b530-44ae-40f2-85c2-110621157409	json	http://itd.rada.gov.ua/declview/Home/Main/5566/2014
5566	Балога Віктор Іванович	2015	71c577ca-c9e6-4ee1-84ea-a87feb260275	json	http://itd.rada.gov.ua/declview/Home/Main/5566/2015
15757	Балога Павло Іванович	2013	2f4a3f35-4b75-44c5-8f95-f249d8b366d0	json	http://itd.rada.gov.ua/declview/Home/Main/15757/2013
15757	Балога Павло Іванович	2014	08e19f1c-fca2-4ad1-8dca-52ee6d923813	json	http://itd.rada.gov.ua/declview/Home/Main/15757/2014
15757	Балога Павло Іванович	2015	e01de18e-85db-4878-8ba7-dbdb5bde219a	json	http://itd.rada.gov.ua/declview/Home/Main/15757/2015
15761	Бандуров Володимир Володимирович	2013	1802b302-1de6-41f9-851e-bef80dd398e8	json	http://itd.rada.gov.ua/declview/Home/Main/15761/2013
15761	Бандуров Володимир Володимирович	2014	20157c5b-4567-4dab-842e-09d06b9e32d2	json	http://itd.rada.gov.ua/declview/Home/Main/15761/2014
15761	Бандуров Володимир Володимирович	2015	3f7c9d76-a538-4a64-8495-ef9ae57245db	json	http://itd.rada.gov.ua/declview/Home/Main/15761/2015
9776	Барвіненко Віталій Дмитрович	2013	1d7fc8ce-8ab4-4a63-8f19-a97e322b062c	json	http://itd.rada.gov.ua/declview/Home/Main/9776/2013
9776	Барвіненко Віталій Дмитрович	2014	38cd9f9e-8a4b-4d9a-8795-b419ed10f46d	json	http://itd.rada.gov.ua/declview/Home/Main/9776/2014
9776	Барвіненко Віталій Дмитрович	2015	48997b71-7cdb-466e-8500-286518f61086	json	http://itd.rada.gov.ua/declview/Home/Main/9776/2015
18062	Барна Олег Степанович	2013	a374d255-a0d0-4e99-8554-7c27050158d4	json	http://itd.rada.gov.ua/declview/Home/Main/18062/2013
18062	Барна Олег Степанович	2014	2f2a459e-2b7f-4769-80fc-8484175d9287	json	http://itd.rada.gov.ua/declview/Home/Main/18062/2014
18062	Барна Олег Степанович	2015	53ffb840-ff36-42a0-89fb-71a48b2d3103	json	http://itd.rada.gov.ua/declview/Home/Main/18062/2015
18207	Барна Степан Степанович	2013	d7fd6730-9061-4e17-80f8-e64d57b44194	json	http://itd.rada.gov.ua/declview/Home/Main/18207/2013
18207	Барна Степан Степанович	2014	a7718040-cde7-4e7d-8001-8ffefff24d6f	json	http://itd.rada.gov.ua/declview/Home/Main/18207/2014
18063	Батенко Тарас Іванович	2013	5117ea7f-25b7-4327-8252-b726688a1f35	json	http://itd.rada.gov.ua/declview/Home/Main/18063/2013
18063	Батенко Тарас Іванович	2014	b99e188e-4114-464f-8599-d910de9416a8	json	http://itd.rada.gov.ua/declview/Home/Main/18063/2014
18063	Батенко Тарас Іванович	2015	d94fc090-9572-4ff4-8032-4ce14449a6af	json	http://itd.rada.gov.ua/declview/Home/Main/18063/2015
5520	Бахтеєва Тетяна Дмитрівна	2013	f524bcab-1857-412c-8d3f-0ea91106a49c	json	http://itd.rada.gov.ua/declview/Home/Main/5520/2013
5520	Бахтеєва Тетяна Дмитрівна	2014	e1c09880-feb0-4fe9-8a22-bb60ca52872a	json	http://itd.rada.gov.ua/declview/Home/Main/5520/2014
5520	Бахтеєва Тетяна Дмитрівна	2015	0f64f743-2c9f-47cb-893c-2ff25135e72d	json	http://itd.rada.gov.ua/declview/Home/Main/5520/2015
15734	Безбах Яків Якович	2013	82284aec-b253-489a-83d4-7cd0badf246f	json	http://itd.rada.gov.ua/declview/Home/Main/15734/2013
15734	Безбах Яків Якович	2014	d54c6ff5-c05b-41ce-8825-d7fbd3e1ef3b	json	http://itd.rada.gov.ua/declview/Home/Main/15734/2014
15734	Безбах Яків Якович	2015	2cfc0782-dabf-40b2-83da-889b20128339	json	http://itd.rada.gov.ua/declview/Home/Main/15734/2015
18064	Береза Борислав Юхимович	2013	f5294fd3-4fb6-4c1d-8031-e31fd70d52c2	json	http://itd.rada.gov.ua/declview/Home/Main/18064/2013
18064	Береза Борислав Юхимович	2014	7c7cb60a-9eff-45a2-8061-7ac2a7985d53	json	http://itd.rada.gov.ua/declview/Home/Main/18064/2014
18064	Береза Борислав Юхимович	2015	8d4af6b6-db49-463e-80d7-a6f1a09eca6d	json	http://itd.rada.gov.ua/declview/Home/Main/18064/2015
17949	Береза Юрій Миколайович	2013	c67b7d73-e5e7-497b-8b3b-68b2616d0945	json	http://itd.rada.gov.ua/declview/Home/Main/17949/2013
17949	Береза Юрій Миколайович	2014	a86c485f-ab8c-468e-8d29-c28c39b4896f	json	http://itd.rada.gov.ua/declview/Home/Main/17949/2014
17949	Береза Юрій Миколайович	2015	662f70cf-290d-47d6-8d6b-76b8598ac68f	json	http://itd.rada.gov.ua/declview/Home/Main/17949/2015
17568	Березенко Сергій Іванович	2014	d4ffbfb8-106e-4dc6-8f63-edc739282a37	json	http://itd.rada.gov.ua/declview/Home/Main/17568/2014
17568	Березенко Сергій Іванович	2015	f7359be4-c1b1-474d-81b6-d64e477bca5c	json	http://itd.rada.gov.ua/declview/Home/Main/17568/2015
14393	Березкін Станіслав Семенович	2013	71d3b359-29b2-476c-855e-74b271004c25	json	http://itd.rada.gov.ua/declview/Home/Main/14393/2013
14393	Березкін Станіслав Семенович	2014	b761d065-9a09-4533-8524-2e39e28e24e2	json	http://itd.rada.gov.ua/declview/Home/Main/14393/2014
14393	Березкін Станіслав Семенович	2015	2b4aff56-7d63-4a6e-85e5-ffa7c84de82b	json	http://itd.rada.gov.ua/declview/Home/Main/14393/2015
18027	Березюк Олег Романович	2013	f055de10-dfb2-414f-833e-dc3dbbb8c36e	json	http://itd.rada.gov.ua/declview/Home/Main/18027/2013
18027	Березюк Олег Романович	2014	b25999a0-2466-4f8b-833b-b283504c025b	json	http://itd.rada.gov.ua/declview/Home/Main/18027/2014
18027	Березюк Олег Романович	2015	f841aec8-8f04-480a-863b-dddec6ec454b	json	http://itd.rada.gov.ua/declview/Home/Main/18027/2015
15829	Бобов Геннадій Борисович	2013	db5c7b98-b72c-478e-8dbb-acbb6096dc18	json	http://itd.rada.gov.ua/declview/Home/Main/15829/2013
15829	Бобов Геннадій Борисович	2014	ef54a198-8055-4f64-8271-bba7fbad15b9	json	http://itd.rada.gov.ua/declview/Home/Main/15829/2014
15829	Бобов Геннадій Борисович	2015	2a659416-b903-4576-8cb2-87b23e3e61fd	json	http://itd.rada.gov.ua/declview/Home/Main/15829/2015
11173	Богдан Руслан Дмитрович	2013	571dcd8c-7de7-481e-8a9f-d66bd6fb453c	json	http://itd.rada.gov.ua/declview/Home/Main/11173/2013
11173	Богдан Руслан Дмитрович	2015	1f0f28fc-14dd-4306-84c3-4d1532126fd3	json	http://itd.rada.gov.ua/declview/Home/Main/11173/2015
17972	Богомолець Ольга Вадимівна	2013	ec1ee07c-a156-4eb3-82b8-c298c29d7785	json	http://itd.rada.gov.ua/declview/Home/Main/17972/2013
17972	Богомолець Ольга Вадимівна	2014	f4cd0d38-bb93-4074-8282-faac52c75ce2	json	http://itd.rada.gov.ua/declview/Home/Main/17972/2014
17972	Богомолець Ольга Вадимівна	2015	c76ae9db-0a4e-42be-8d0f-b48da02896f9	json	http://itd.rada.gov.ua/declview/Home/Main/17972/2015
8725	Богуслаєв Вячеслав Олександрович	2013	bf15f3c6-fcb3-4d84-8af2-8d006f0917cb	json	http://itd.rada.gov.ua/declview/Home/Main/8725/2013
8725	Богуслаєв Вячеслав Олександрович	2014	f84dba1f-ef33-47d3-80a0-847d1e27409a	json	http://itd.rada.gov.ua/declview/Home/Main/8725/2014
8725	Богуслаєв Вячеслав Олександрович	2015	2371119b-19b7-4707-874b-39ca4a01845f	json	http://itd.rada.gov.ua/declview/Home/Main/8725/2015
16698	Бойко Олена Петрівна	2013	08b8240f-03d8-4948-8f89-b333f6dc992e	json	http://itd.rada.gov.ua/declview/Home/Main/16698/2013
16698	Бойко Олена Петрівна	2014	287e6e2e-dd06-437d-8548-09cd9ad2cc89	json	http://itd.rada.gov.ua/declview/Home/Main/16698/2014
16698	Бойко Олена Петрівна	2015	6d650484-2664-4811-8027-110b99b05baa	json	http://itd.rada.gov.ua/declview/Home/Main/16698/2015
11094	Бойко Юрій Анатолійович	2013	9c9600a1-f634-46d6-8ad5-9d8d9b7ff8db	json	http://itd.rada.gov.ua/declview/Home/Main/11094/2013
11094	Бойко Юрій Анатолійович	2014	eac5edeb-d037-4c15-8124-c5818eb06891	json	http://itd.rada.gov.ua/declview/Home/Main/11094/2014
11094	Бойко Юрій Анатолійович	2015	33047f93-95fa-40e1-8a5b-d60795f15e55	json	http://itd.rada.gov.ua/declview/Home/Main/11094/2015
15826	Бондар Віктор Васильович	2013	d4975a50-d3a7-4e36-8290-212350cd2abe	json	http://itd.rada.gov.ua/declview/Home/Main/15826/2013
15826	Бондар Віктор Васильович	2014	8984fb5b-d731-401b-8b91-8ff1f5b82544	json	http://itd.rada.gov.ua/declview/Home/Main/15826/2014
15826	Бондар Віктор Васильович	2015	dad677c0-c23f-445e-86dd-4fbe2ab16853	json	http://itd.rada.gov.ua/declview/Home/Main/15826/2015
